epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
100,5865.79,1.23253,1.55174,0.85581,0.00366,1.06237,0.74508,0.66155,0.73062,0.45476,0.71829,0.63131,0.67108,0.35375,1.23394,1.53266,0.8773,0.00478,0,0.000640969,0.000640969,0.000640969
101,5924.09,1.20605,1.51556,0.85591,0.00367,1.07659,0.71022,0.67171,0.72993,0.45049,0.69786,0.6165,0.66121,0.34515,1.23901,1.5323,0.89984,0.00468,0,0.00063125,0.00063125,0.00063125
102,5982.39,1.21612,1.53369,0.85074,0.00371,1.07964,0.72699,0.6958,0.75165,0.46116,0.67944,0.65013,0.67055,0.35359,1.21185,1.50642,0.86967,0.00466,0,0.000621531,0.000621531,0.000621531
103,6040.64,1.20508,1.52081,0.84088,0.00368,1.02597,0.77214,0.68835,0.76141,0.47054,0.73181,0.64601,0.68959,0.36734,1.21893,1.50015,0.84474,0.00457,0,0.000611815,0.000611815,0.000611815
104,6099.34,1.20741,1.51588,0.83181,0.00351,1.05312,0.77739,0.69788,0.76852,0.48276,0.73653,0.66058,0.70204,0.36708,1.21966,1.53258,0.84584,0.0046,0,0.000602103,0.000602103,0.000602103
105,6157.92,1.21042,1.52023,0.83657,0.00357,1.0374,0.74624,0.693,0.76101,0.47272,0.71099,0.65534,0.68745,0.36007,1.20789,1.50176,0.85293,0.00457,0,0.000592398,0.000592398,0.000592398
106,6216.13,1.21327,1.52963,0.84111,0.00366,1.04282,0.77297,0.68031,0.75711,0.47375,0.7338,0.6387,0.68617,0.36116,1.20894,1.51287,0.86239,0.00459,0,0.000582703,0.000582703,0.000582703
107,6274.36,1.19077,1.50138,0.82866,0.00356,1.03077,0.74895,0.69496,0.76067,0.4708,0.72802,0.64775,0.69754,0.36551,1.22086,1.52123,0.85933,0.00464,0,0.00057302,0.00057302,0.00057302
108,6332.95,1.20111,1.5091,0.81674,0.00351,0.99018,0.75434,0.69826,0.76121,0.47238,0.72158,0.6655,0.70318,0.36757,1.21287,1.50216,0.84205,0.00456,0,0.000563352,0.000563352,0.000563352
109,6391.35,1.21326,1.51295,0.82189,0.00354,0.99042,0.74753,0.69102,0.76,0.46545,0.7067,0.65509,0.69233,0.36391,1.22554,1.52529,0.84872,0.00466,0,0.0005537,0.0005537,0.0005537
